"C"
1561268
1561112
1557045
1556890
1556891
1553062
1560506
1563999
1564483
1561498
1563850
1572290
1560007
1560007
1561900
1560000
1555010
1557000
1563500
1563398
1568001
1557001
1569001
1559601
1560500
1554000
1570254
1567034
1544811
1541138
1574997
1562500
1562500
1586999
1583000
1589006
1583000
1575016
1569345
1579999
1569346
1578000
1580000
1573001
1580498
1553315
1553468
1563000
1570085
1570000
1563000
1557688
1550789
1559999
1558350
1552499
1567900
1556300
1548499
1567996
1565000
1568999
1564342
1569992
1561102
1554118
1561000
1550014
1556882
1560000
1558844
1546845
1559928
1532567
1531847
1520000
1520000
1522796
1528999
1517501
1522000
1529000
1517496
1516565
1514000
1506748
1516500
1490419
1465110
1455549
1470500
1483499
1473889
1443000
1440000
1457854
1494198
1483983
1463699
1465300
1470000
1473642
1476551
1484761
1479919
1486787
1480300
1485998
1478357
1478707
1478368
1482210
1490000
1483046
1500000
1498000
1482500
1488990
1488851
1502940
1519560
1521000
1512571
1532800
1531419
1513650
1521999
1508857
1499818
1506000
1513113
1496242
1507473
1511995
1481000
1487878
1479193
1489174
1492002
1482077
1491362
1502983
1500105
1499000
1490001
1498214
1493395
1493883
1495000
1489500
1493000
1491149
1488000
1491149
1496000
1482694
1477326
1475200
1486500
1482999
1483000
1485000
1482501
1491600
1478001
1475450
1472828
1477206
1484400
1488900
1485000
1479000
1486351
1488900
1491990
1489182
1489600
1489500
1489500
1487500
1484324
1491804
1491952
1489999
1481353
1478004
1471853
1471853
1472114
1471553
1469000
1477000
1476990
1477000
1487992
1471002
1475000
1470074
1470513
1474000
1473499
1467500
1465185
1465180
1469712
1459900
1466501
1469843
1460000
1460070
1453501
1460000
1459877
1467017
1464448
1464500
1460000
1461821
1461926
1476400
1484955
1474000
1475500
1477345
1474499
1461681
1452855
1461534
1454500
1453850
1454600
1459000
1450501
1462126
1476000
1472503
1470201
1465160
1460870
1460865
1460900
1453605
1463930
1465000
1461500
1454291
1467500
1457280
1459700
1459600
1453166
1449981
1448000
1457000
1449513
1451978
1441471
1443016
1449754
1445543
1451466
1457000
1448000
1456000
1452500
1448161
1445085
1443857
1444289
1444502
1441010
1444001
1443856
1459996
1449536
1440190
1445208
1454690
1444492
1450110
1438008
1445685
1443000
1440000
1435000
1441000
1439800
1436000
1443790
1439790
1431500
1431210
1430153
1439772
1440000
1443900
1421563
1413654
1417999
1418199
1410850
1407997
1393760
1402100
1382064
1403000
1393301
1398500
1370863
1377500
1388000
1396506
1394000
1390000
1389500
1373000
1363645
1404501
1398751
1397503
1396148
1394205
1387220
1380000
1383000
1355283
1373753
1357823
1374499
1374500
1371139
1366600
1363863
1352506
1346000
1345000
1344000
1343000
1340900
1338339
1352728
1339000
1341000
1339037
1346764
1338910
1332999
1315000
1300000
1298501
1301951
1319600
1317548
1323868
1327000
1310299
1302500
1292464
1272798
1290500
1304491
1304018
1313500
1334010
1321000
1318400
1305065
1300562
1294502
1289581
1302000
1317500
1299700
1310000
1302000
1309488
1300785
1314000
1331036
1319867
1322996
1316200
1317900
1314071
1309221
1314000
1306869
1310409
1310344
1311221
1305237
1305004
1312499
1305004
1311500
1307304
1316494
1313870
1314000
1308100
1301659
1299539
1300001
1300000
1290000
1284997
1284997
1279000
1282067
1277000
1278991
1273940
1278000
1251291
1242139
1253500
1255750
1255374
1242670
1242671
1255640
1255000
1251189
1271500
1271501
1298666
1297498
1293109
1292410
1281000
1308011
1310200
1317400
1313397
1315000
1307001
1313000
1310003
1313291
1320000
1323500
1311500
1298660
1298000
1291258
1286974
1293052
1286745
1284958
1280000
1279687
1292665
1291499
1304637
1303998
1305000
1295001
1301865
1297060
1295000
1285000
1293495
1271000
1271500
1267474
1276870
1276869
1268726
1268599
1263247
1250140
1245290
1249000
1248080
1249875
1258514
1248000
1250000
1243625
1250771
1252676
1245657
1240500
1254200
1253000
1274705
1269904
1293370
1285182
1281158
1287999
1278873
1280503
1279600
1278100
1282008
1293665
1293107
1288197
1283330
1285870
1281129
1279699
1272180
1266762
1266400
1263497
1256156
1255700
1255874
1274500
1263000
1263231
1256549
1256549
1256299
1256172
1256171
1256170
1255918
1255666
1256424
1260063
1253800
1241999
1243130
1250656
1255545
1248011
1255000
1248751
1252390
1259999
1260000
1262497
1258500
1262000
1253003
1260387
1251507
1253800
1246194
1249501
1256450
1256448
1256054
1259499
1262000
1269909
1292000
1295999
1288998
1289871
1288868
1289490
1291000
1297600
1291577
1289475
1286146
1292209
1297601
1314500
1337641
1329000
1336232
1335115
1318026
1314799
1306969
1315736
1311834
1313993
1306100
1306300
1319641
1310000
1313020
1323781
1319264
1323732
1304892
1301270
1301141
1297978
1301184
1295330
1294940
1294662
1294610
1293008
1306000
1299505
1307324
1305118
1310000
1306000
1312900
1299771
1296500
1301870
1299396
1296240
1290517
1296500
1304470
1291370
1294000
1298500
1296191
1289870
1285000
1285336
1284863
1281408
1278331
1283000
1280000
1275000
1275000
1287000
1281644
1274872
1275744
1272620
1270207
1272365
1270830
1268652
1268780
1276000
1272493
1271981
1286369
1280128
1274998
1269999
1266994
1249000
1257114
1254400
1257553
1253662
1276222
1266500
1265651
1258610
1257059
1262874
1263005
1252228
1252201
1252201
1249689
1258874
1255000
1252500
1252326
1248975
1256574
1258990
1252300
1251000
1249001
1248875
1246750
1240006
1234729
1225701
1231676
1224971
1224766
1224000
1224046
1222372
1219458
1220238
1227801
1250900
1250999
1243338
1244600
1249284
1247800
1246575
1241578
1238505
1241982
1239200
1245375
1248875
1245201
1253640
1248503
1249731
1252750
1252750
1252622
1243824
1241600
1235562
1235438
1222000
1222322
1220019
1215461
1218000
1224280
1216663
1225476
1223498
1212234
1217878
1216676
1223622
1216214
1222400
1225500
1226700
1216600
1214380
1214501
1216336
1205000
1205843
1213180
1204904
1200300
1199880
1180750
1185199
1181000
1174991
1171000
1177642
1180926
1179000
1181044
1179999
1179997
1184900
1192373
1195380
1193990
1188401
1204000
1202880
1212479
1199204
1196977
1204834
1210879
1213239
1208165
1205779
1202800
1201100
1202900
1209879
1216862
1225000
1229995
1251125
1240847
1234387
1227900
1218876
1231753
1233252
1215242
1211027
1210879
1213175
1215111
1225254
1216831
1220946
1214077
1218760
1211446
1204705
1200450
1211566
1218878
1222930
1218100
1217200
1224997
1226613
1234409
1227010
1230000
1232898
1234000
1230000
1228000
1229102
1221878
1226503
1237626
1232622
1242906
1237003
1233522
1243500
1236680
1234292
1232621
1235375
1237000
1239495
1240000
1237900
1241898
1236583
1240000
1226451
1231000
1231455
1223491
1223831
1234494
1225829
1224152
1224802
1227039
1228786
1223100
1221093
1220726
1225532
1222299
1225127
1222078
1214118
1214739
1215000
1221000
1215129
1222900
1222924
1222235
1225871
1220000
1225015
1223664
1218756
1222980
1211000
1228115
1226905
1228000
1226849
1220300
1225908
1225176
1216623
1224946
1218625
1220999
1212110
1216877
1216000
1216620
1219517
1231500
1231497
1234500
1236101
1229400
1235250
1234599
1224501
1233000
1234663
1224501
1233377
1227901
1230400
1224380
1248753
1254275
1247990
1250000
1246999
1244898
1250500
1248897
1250000
1251497
1250550
1249500
1245000
1240001
1242999
1245001
1251495
1244490
1249369
1242351
1234935
1233780
1233000
1234501
1231596
1230908
1227997
1220500
1232079
1230329
1225984
1232150
1218250
1212630
1210500
1211958
1222495
1223000
1217470
1214501
1218000
1258803
1228000
1240000
1225480
1217000
1224000
1226001
1228124
1222745
1222240
1235000
1220169
1216900
1210012
1220300
1220000
1213501
1192603
1200000
